,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,artist,explicit,name,playlist,popularity,position,preview_url,combined_name,lyrics
She's the baddest in the place (Hey, hey)
I wanna get with you (Freak, don't fail me now, hey)
So what you wanna do?
Got her Freak-Um dress on
Them New Bs on her feet
And them bottles with the sparkles
So the other girls can see that she's Paid
I wanna get with you (Freak, don't fail me now, hey!)
So what you wanna do?

[Interlude: Snoop Dogg & Charlie Wilson]
Everybody in the world (Here we go)
Fill your body with the smoke (And that's the way to go)

[Hook: Snoop Dogg & Pharrell]
She 'bout to go in
She likes that low end
Damn her ass is so big
Just keep it bumpin'
Peaches N Cream
Uh oh there she go
That's that look all on her face
Shorty dancing like she knows
She's the baddest in the place (Hey, hey)
I wanna get with you (Freak, don't fail me now, hey)
So what you wanna do?
Got her Freak-Um dress on
Them New Bs on her feet
And them bottles with the sparkles
So the other girls can see that she's Paid
I wanna get with you (Freak, don't fail me now, hey!)
So what you wanna do?"
2IqrKwsE7D3ETjyhsaKbZI,0.00801,https://api.spotify.com/v1/audio-analysis/2IqrKwsE7D3ETjyhsaKbZI,0.642,245725,0.81,2IqrKwsE7D3ETjyhsaKbZI,7.9e-05,5,0.268,-4.362,1,0.184,131.01,4,https://api.spotify.com/v1/tracks/2IqrKwsE7D3ETjyhsaKbZI,audio_features,spotify:track:2IqrKwsE7D3ETjyhsaKbZI,0.408,Oddisee,False,That's Love,Top 100 Hip-Hop Tracks on Spotify,23,13,https://p.scdn.co/mp3-preview/e95f59defc25fd8092521883ce523e747f0c1d83?cid=774b29d4f13844c495f206cafdad9c86,Oddisee That's Love,"[Verse 1]
When you told me the truth, even if it really hurt
'Cuz you knew a lie was worse (That's love)
When you let me borrow money, that you didn't really have
'Cuz you knew what I was worth (That's love)
When I was at my worst, you would tell me I would blow
When I thought that I would burst (That's love)
You taught me how to help others, and through that discover
How to put myself first
And here we are again, just confronting fears
Whether pain, or gain, it's a bunch of tears
Blood, sweats, and peers, probably disappear
When smoke starts to clear, their persistence near
Pay attention to the folks, who're fanning the flames
They're the ones who matter most, In the gravity game
When stakes weigh you down, and they stay around
And pick up pieces, and you off the ground
That's love

[Hook]
That's love
That's love
That's love
Aye, that's love, that's love
That's love, that's
That's love, love, love
That's love

[Verse 2]
When you were giving me advice, that I seldom ever took
But your head never shook (That's love)
Both knowing you were right, never shook it left and right
Just gave me that look (That's love)
When i had to learn the hard way, and you would let me fall
But never did it out of spite (That's love)
You told me never burn a bridge
If you build it, then you need it
Whether a river or a brook
And here we are again, in the cross of paths
Darwin’s our friendship, strongest last
But our strength lies in our first thoughts that laugh at
The things that bring most hurt hearts to clash
Funk passed the ball, beat bounced the brawl
Pass it, penniless, blame games, and all
Had a few deals, time out to chill
But knowing when you need space means you feel
In love

[Hook]
That's love
That's love
That's love
Aye, that's love, that's love
That's love, that's
That's love, love, love
That's love

[Verse 3]
Ooooooo, we try to tell ourselves
That we don't really need it anymore
As if a million dollars, or the bottom of a bottle
Or a carton, never cheated me before
So you started with the ""I don't need it, all i need is money""
""You can give it to me, but you'll never get it from me""
Yea you refused to play, but you was still in the game
Like it, or not, let me explain
Now see
There's a tough kind, a too much kind
A not enough kind, a rather rushed kind
And the abrupt kind, a go nuts kind
A hold up, maybe we should take it slow kind
A when you know kind, it started off as friends
But then over time, began to show kind
And if we love each other, but we can't stay together
We'll do worse than better, gotta go kind
And that's love

[Hook]
That's love
That's love
That's love
Aye, that's love, that's love
That's love, that's
That's love, love, love
That's love"
3MPZOtMvBoxAIRUkgux87d,0.0948,https://api.spotify.com/v1/audio-analysis/3MPZOtMvBoxAIRUkgux87d,0.96,166317,0.695,3MPZOtMvBoxAIRUkgux87d,0,7,0.0936,-3.802,1,0.143,106.028,4,https://api.spotify.com/v1/tracks/3MPZOtMvBoxAIRUkgux87d,audio_features,spotify:track:3MPZOtMvBoxAIRUkgux87d,0.649,Iggy Azalea,True,Trouble,Top 100 Hip-Hop Tracks on Spotify,48,14,,Iggy Azalea Trouble,"[Verse 1: Iggy Azalea]
Right, I shoulda known you were bad news
From the bad boy demeanor and the tattoos
Cuz most guys only want one thing
But I'm undecided, tryna figure out if that's you
Either way though, I think you're worth a test drive
Cuz (ooh) you're so much better than the next guy
And a little trouble only makes for a good time
So all the normal red flags be a good sign

[Hook: Jennifer Hudson]
Don’t you come here thinkin' you ballin' (oh nah)
Ain't down for it
You seem like trouble to me
I can tell by the way that you lean
And the way that you kiss your teeth
And you turn up so fresh and clean
Smells like trouble to me

[Verse 2: Iggy Azalea]
Opposites attract, I guess this is that
Good girl, bad guy what a perfect match
And if we ooo, you're gon' want to pay back tithes
Cuz when you finish you gon' feel like you was baptized
See baby now you fiendin' for a test drive
Cuz you don't wanna lose your ride to the next guy
And baby trouble only makes for a good time
So all the normal red flags be a good sign

[Hook: Jennifer Hudson]
Don’t you come here thinkin' you ballin' (oh nah)
Ain't down for it
You seem like trouble to me
I can tell by the way that you lean
And the way that you kiss your teeth
And you turn up so fresh and clean
Smells like trouble to me

[Verse 3: Iggy Azalea]
I got it bad for him in the worst way
Dear Lord, how'd I get in this position and
I shoulda have never got involved in the first place
But second place never get the recognition, hmm
See what he doin' to me make have to shout it out
Got a hold on me, that's without a doubt
So clear now that he's a trouble starter
But I ain't a saint neither and these ain't no still waters

[Bridge: Jennifer Hudson]
Just cause all the girls are falling at your feet
Don't mean no thing to me
Till you show me where it's at
Smells like trouble to me
Just cause all the girls are falling at your feet
Don't mean no thing to me
Till you show me where it's at
Smells like trouble to me

[Bridge 2: Iggy Azalea (and Jennifer Hudson)]
I shoulda known you were bad news (oo oo oo, knew you were bad news)
From the bad boy demeanor and the tattoos (oo oo oo, all of the tattoos)
I shoulda known you were bad news (oo oo oo, knew you were bad news)
But I'm undecided tryna figure out if that's you (oo oo oo, trouble to me)

[Hook: Jennifer Hudson]
Don’t you come here thinkin' you ballin' (oh nah)
Ain't down for it
You seem like trouble to me
I can tell by the way that you lean
And the way that you kiss your teeth
And you turn up so fresh and clean
Smells like trouble to me"
4HxT6Vro8dsBoNMB3VZmfO,0.0395,https://api.spotify.com/v1/audio-analysis/4HxT6Vro8dsBoNMB3VZmfO,0.896,281174,0.705,4HxT6Vro8dsBoNMB3VZmfO,0,11,0.0753,-6.098,0,0.196,127.034,4,https://api.spotify.com/v1/tracks/4HxT6Vro8dsBoNMB3VZmfO,audio_features,spotify:track:4HxT6Vro8dsBoNMB3VZmfO,0.796,Migos,True,One Time,Top 100 Hip-Hop Tracks on Spotify,47,15,https://p.scdn.co/mp3-preview/54b2ac39b81932df975f9531550fd8304cf1cd8e?cid=774b29d4f13844c495f206cafdad9c86,Migos One Time,"[Produced by Deko]

[Intro]
One time
Yo, yo yoooo
MIGO!

[Hook: Quavo]
Smoke one one time (smoke one)
Drink one one time (drink, drink)
Lemme fuck some one time (smash)
Tear the club up one time (turn the club up)
Smoke some one time (smoke)
Drink some one time (drank)
Lemme fuck some one time
Turn the club up one time (ugh)
Only take one time (only take one)
Only take one time (only take one)
Only take one time (one time, one time)
Only take one time (one time, one time)
Only take one time (only take one)
Only take one time (one)
Only take one time (one)
Only take one time

[Verse 1: Quavo]
Only take one time for me to put my eyes on you, I'm looking at you
Only take one time for me to just get high with you (gas, gas!)
Only take one time for me to just pull up (skrr)
Only take one time for my nigga to pull up with the choppas
And a hundred round drum
Cut 'em off one time and they gone (Nawfside)
What type of shit that you on? (type of shit that you on)
What type of drug that you on? (type of drug that you on)
YRN the label we put em on (Young Rich Niggas!)
Championship, you know that we winning one this year (win another one, oh)
I don't have to empty the clip, she want Tommy outta here
Took your ho for the first time (one time)
And I only hit her one time (one time)
I walk in the jewelry store for the first time
I'm walking out looking like Busta Rhymes (Busst)
I told my niggas we gonna see dollar signs
I told em one time (I told 'em, told 'em)
We overseas for the first time, but it sure ain't the last time

[Hook: Quavo]
Smoke one, one time (smoke one)
Drink one, one time (drink, drink)
Lemme fuck something one time (smash)
Turn the club up one time (turn the club up)
Smoke some one time (smoke)
Drink some one time (drank)
Lemme fuck something one time
Turn the club up one time (ugh)
Only take one time (only take one)
Only take one time (only take one)
Only take one time (one time, one time)
Only take one time (one time, one time)
Only take one time (only take one)
Only take one time (one)
Only take one time (ooh)
Only take one time

[Verse 2: Offset]
Migo gang say it one time (Migo!)
Now the choppa sounding like a drum line
Call up the plug one time (plug!)
He pulling up with a hundred lines (pull up!)
One rum and one cosign (Cosign)
Have you in the drop top, no mind (skr skrr)
Lemme smash one time, lemme pass one time
Lil mama staring at me, hit the gas one time (gas)
One time, one time, one time
I got more chains on than Busta Rhymes
Niggas cloning me but I am one of a kind (clone)
You say you be drinking but only one line
Only take one time for a nigga to snitch (snitch)
Only take one time caught with a brick (brick)
Bumping yo lip you get shot in yo shit
All of this work I need me a forklift
Hit a nigga with a choppa only one time
And I got the pocket rocket and it's on me all the time
My diamonds hit one time and it make you blind (shine)
Technical foul fuck nigga crossed the line
Nigga one time, I stretch it to a nine (nine)
I got two hundred buried in the ground
One gun with bout 200 round
They looking for you in the lost and found (where)

[Hook: Quavo]
Smoke one, one time (smoke one)
Drink one, one time (drink, drink)
Lemme fuck something one time (smash)
Turn the club up one time (turn the club up)
Smoke some one time (smoke)
Drink some one time (drank)
Lemme fuck something one time
Turn the club up one time (ugh)
Only take one time (only take one)
Only take one time (only take one)
Only take one time (one time, one time)
Only take one time (one time, one time)
Only take one time (only take one)
Only take one time (one)
Only take one time (ooh)
Only take one time (oh)

[Verse 3: Takeoff]
Only take one time for me to call my niggas up and they pulling up
Thinking bout running up
I'mma chop you with the choppa then I hit the runner up
My mansion's got expensive furniture
My stingray Corvette, it come with the turbulence
Hit the gas one time, it's over with
I'm in Vegas in casinos and I'm betting my poker chips
Just like a spider, I web up the game
People they think it's Peter Parker here
One song Versace and it got us the fame
Niggas plotting, get one shot in your brain
Niggas biting but ain't gon say your name
Migo my family, only one gang
I came from the Northside and invaded the A
Start fucking up the city now we got our own lane
Now we blowing up like we on a mine
Givenchy khakis, Versace down my spine
Speeding in traffic I'm doing 200
That nigga say fuck the stop sign
Taking your bitch and I fuck her one time
But that bitch she be calling me more than one time
I drop a 8 one time, y'all drinking one line
You ain't never seen a hundred thousand dollar one time

[Hook: Quavo]
Smoke one, one time (smoke one)
Drink one, one time (drink, drink)
Lemme fuck something one time (smash)
Turn the club up one time (turn the club up)
Smoke some one time (smoke)
Drink some one time (drank)
Lemme fuck something one time
Turn the club up one time (ugh)
Only take one time (only take one)
Only take one time (only take one)
Only take one time (one time, one time)
Only take one time (one time, one time)
Only take one time (only take one)
Only take one time (one)
Only take one time (ooh)
Only take one time (oh)"
3OIcwEw520Kp2mpDNFpZuG,0.0109,https://api.spotify.com/v1/audio-analysis/3OIcwEw520Kp2mpDNFpZuG,0.691,126200,0.756,3OIcwEw520Kp2mpDNFpZuG,0,1,0.0671,-3.797,1,0.0354,104.061,4,https://api.spotify.com/v1/tracks/3OIcwEw520Kp2mpDNFpZuG,audio_features,spotify:track:3OIcwEw520Kp2mpDNFpZuG,0.106,A$AP Rocky,False,Lord Pretty Flacko Jodye 2 (LPFJ2),Top 100 Hip-Hop Tracks on Spotify,26,16,https://p.scdn.co/mp3-preview/99ebf9f1ad58d0a35a26ee9662b5e7e130cd2890?cid=774b29d4f13844c495f206cafdad9c86,A$AP Rocky Lord Pretty Flacko Jodye 2 (LPFJ2),"[Verse 1]
Who the jiggy nigga with the gold links?
Got me reminiscin' 'bout my old day
Three 6, suck a nigga dick, no foreplay, all day
Boomin' out the trap through the hallway
Tell me what you niggas know about it
Auntie sayin' turn it down, or she finna call the cops
We be plottin' on the ops, she the one who got the drop
Just a free quick fix of the A, and it's okay
They gon' take me back to my old ways
I was tryna chill, poppin' seals ever since I got a deal
Kick it with my model chick, sip Cris, fuck niggas wanna diss
Now I gotta let 'em know who's really trill

[Chorus]
Lord Pretty Flacko Jodye
Tell these fuck niggas how you been
You been crossin' our minds, niggas talk down every now and then
On the side, who gave em style 9 times out of 10?
It was Flacko, Jodye, Flacko, Jodye
Flacko, Jodye, Flacko, Jodye

[Verse 2]
I ain't never lookin' for no handouts
Broke ass niggas never helpin' but they hands out
Find out where the fuck nigga live then we camp out
Screamin' fuck the world, never catch me with my pants down
Always been a stand-up guy, I'd rather stand out
Raf Simons, Stan Smith edition with my bands out
I'm the trillest one to do it since Pimp, nigga hands down
If a nigga put his hands on me, that's a man down
Trick, what? Pimps up, hoes down, whoa now
Slow down, see they runnin' with my old style
Grow foul, gold smile, you ho now, thuggin' with my old style
It's a shame how they low down
Dirty like Adidas on my sneaker feature, uh
Trappin' through the speaker, peep the beeper ringer, uh
Turnin' off phones, just to reach 'em, gotta beep 'em
I'm a Lord motherfucker, better greet him if you see him

[Chorus]
Lord Pretty Flacko Jodye
Tell these fuck niggas how you been
You been crossin' our minds, niggas talk down every now and then
On the side, who gave em style 9 times out of 10?
It was Flacko, Jodye, Flacko, Jodye
Flacko, Jodye, Flacko, Jodye"
4wxFR4UzXHRtp50fu2BkNl,0.584,https://api.spotify.com/v1/audio-analysis/4wxFR4UzXHRtp50fu2BkNl,0.803,293027,0.523,4wxFR4UzXHRtp50fu2BkNl,0,5,0.115,-10.082,1,0.0707,134.005,4,https://api.spotify.com/v1/tracks/4wxFR4UzXHRtp50fu2BkNl,audio_features,spotify:track:4wxFR4UzXHRtp50fu2BkNl,0.533,J. Cole,False,Apparently,Top 100 Hip-Hop Tracks on Spotify,37,17,https://p.scdn.co/mp3-preview/9dbaad59a9863bc59a0059c95d8ca3cae04c09bd?cid=774b29d4f13844c495f206cafdad9c86,J. Cole Apparently,"[Intro]
Oh right, oh
Oh why na-da-da-da

[Chorus]
I keep my head high
I got my wings to carry me
I don't know freedom
I want my dreams to rescue me
I keep my faith strong
I ask the Lord to follow me
I've been unfaithful
I don't know why you call on me

[Verse 1]
This is my canvas
I'ma paint it how I want it baby, oh I
This is my canvas
I'ma paint it, paint it, paint it, how I want it nigga
Fuck you cause there, there is no right or wrong, only a song
I like to write alone, be in my zone
Think back to Forest Hills, no perfect home
But the only thing like home I've ever known
Until they snatched it from my mama
And foreclosed her on the loan
I'm so sorry that I left you there to deal with that alone
I was up in New York City chasing panties, getting dome
Had no clue what you was going through
How could you be so strong?
And how could I be so selfish, I know I can be so selfish
I could tell by how I treat you with my girl, damn she so selfless
But she put up with my ways because she loves me like you do
And though it don't always show I love her just like I love you
And I need to treat you better
Wish you could live forever
So we could spend more time together
I love you mama

[Chorus]
I keep my head high
I got my wings to carry me
I don't know freedom
I want my dreams to rescue me
I keep my faith strong
I ask the Lord to follow me
I've been unfaithful
I don't know why you call on me

[Post-Chorus]
E-e-eee, e-e, apparently
You believe in me, you believe in me
E-e-eee, e-e, apparently
You believe in me, and I thank you for it, oh I

[Verse 2]
Another day, another rhyme, ho
Another day, another time zone
Today, I woke up feeling horny so it's only right
I got two bitches playing on my trombone
Keep up, never sure where the words would take me
Niggas eat em up, and regurgitate me
Shit trump tight never slurred it lazy
Give a virgin the urge to rape me, nigga please
Best friends really make great for enemies
My watch came, niggas can't wait for one of these
I see you nigga, this ain't no Rolex, it's a AP nigga
I'm hot, dog, catch up to me nigga—uh, couldn't resist
Aim for the stars and I shouldn't have missed
But I was riding on fumes so I stopped by the moon
Now I'm sitting on the hood of this bitch
Like, ""Thanks for the view"", waiting on thanks from a few
Cause without me you wouldn't exist
You know that shit, gave you the blueprint, don't forget
Cole is your phone on zero percent
Going off, now niggas showing off
Niggas swear they hard but they flowing soft
I'm taking off like ""boing!"" on a big ass Boeing
Getting head like a coin toss, too easy

[Chorus]
I keep my head high
I got my wings to carry me
I don't know freedom
I want my dreams to rescue me
I keep my faith strong
I ask the Lord to follow me
I've been unfaithful
I don't know why you call on me

[Post-Chorus]
E-e-eee, e-e, apparently
You believe in me, you believe in me
E-e-eee, e-e, apparently
You believe in me, and I thank you for it, oh I"
5xwpXWWkfJRqg1S27oVxh4,0.427,https://api.spotify.com/v1/audio-analysis/5xwpXWWkfJRqg1S27oVxh4,0.8,259760,0.478,5xwpXWWkfJRqg1S27oVxh4,0,8,0.134,-7.874,1,0.181,135.957,4,https://api.spotify.com/v1/tracks/5xwpXWWkfJRqg1S27oVxh4,audio_features,spotify:track:5xwpXWWkfJRqg1S27oVxh4,0.687,Juicy J,True,All I Need (One Mo Drank),Top 100 Hip-Hop Tracks on Spotify,53,18,https://p.scdn.co/mp3-preview/be3874cccc27908af455fdacf4fddf3cbb0cea84?cid=774b29d4f13844c495f206cafdad9c86,Juicy J All I Need (One Mo Drank),"[Intro: Juicy J]
(All I need is)
Uh huh, you know what it is
(All I need is)
You ain't gonna trust yo bitch after tonight
Uh huh, I'mma make her whore out

[Hook x2: K. Camp]
All I need is one more drank, two more blunts, three more bitches
Four more zips, five more minutes
All I need is one more drank, one more drank
All I need is one more drank, one more drank

[Verse 1: Juicy J]
All I need is one more skank, dirty pussy, suck my dick
Scary movie, I let her use me, all in her mouth
My dick in her booty, we all on the couch, the cameras is out
And she say she a virgin, bitch, shut the fuck uuupp!
I'm 'bout my bread, gettin' throwed, gettin' blowed
Gettin' trippy, gettin' lit on these hoes
Fuck 'em slow, in my cup, Colt .45, high as fuck
Twenty dab, hundred for the thousand dollar tab
Conjure my cab

[Hook x2: K. Camp]

[Verse 2: K. Camp]
Look, all she need is one more shot, that bitch lit, you can tell
Put this package, in yo box, you got mail
Smoke one more, touch that cloud, this that loud
That lil bitch, she get active, she get wild
We turnt up, too much liquor you can't hold me
Liked her pic, fucked her friend, now she know me
Drop my top, out that roof, that's that Rollie
Girl don't play, I'm right here, you gon' show me

[Hook x2: K. Camp]

[Verse 3: Juicy J]
Damn I miss the '90s, yeah shit was wild
We was livin' like rock stars, droppin' Mystic Styles
Ain't nobody else believe in what we was puttin' down
Nigga almost homeless trying to get it off the ground
No support everybody thought we never be shit
Tryna start our own label on some Master P shit
Tryna get some distribution majors labels ain't feelin' us
Doors slammed in our face, still ain't givin' up
Still on the grind, still on the rise
Even had to sell my whip to pay for studio time
Made a name, made some change, got respect, got some fame
Now they love our shit, cuz we made our own lane
Tryna sign everybody, put some money in their pockets
Had a ball on the rug, every night we had it poppin'
They ain't hold us down, did it on our own
With our backs on da wall, we put plaques on the wall
Then the problems started picking up, posse start splitting up
People started switching up, we still not giving up
I love them though, we been through it all
They're my brothers though, now that's some real shit
We weren't always rich, we didn't have a pot to piss
Hustle harder than a bitch, slanging records like they bricks
From the ground to the throne, its been a hell of a trip
Bring me one more drank, while I sit and reminisce"
40haq0tCJnn3RBW4kG6xid,0.252,https://api.spotify.com/v1/audio-analysis/40haq0tCJnn3RBW4kG6xid,0.872,251989,0.464,40haq0tCJnn3RBW4kG6xid,0,4,0.0895,-8.103,1,0.168,113.003,4,https://api.spotify.com/v1/tracks/40haq0tCJnn3RBW4kG6xid,audio_features,spotify:track:40haq0tCJnn3RBW4kG6xid,0.458,Usher,False,I Don't Mind (feat. Juicy J),Top 100 Hip-Hop Tracks on Spotify,24,19,,Usher I Don't Mind (feat. Juicy J),"[Produced by Cirkut, Dr. Luke, & Rock City]

[Intro: Usher]
Yeah
Ursher, baby
This is for the A

[Chorus: Usher]
Shawty, I don’t mind
If you dance on a pole, that don’t make you a ho
Shawty, I don’t mind
When you work until three, if you’re leaving with me
Go make that money, money, money
Your money, money, money
'Cause I know how it is, go and handle your biz
And get that money, money, money
Your money, money, money
You can take off your clothes, long as you coming home
Girl, I don’t mind

[Verse 1: Usher]
The ballers in here tonight, they gon’ buy a hundred bottles
As soon as you shake it I know they gon’ make it colossal in here
'Cause shawty you thinkin’ them tricks that you do with your body
Got all of these niggas they crowding around you like they seen Beyonce in here (she here, she here!)
You want your own and you need your own, baby, who am I to judge?
'Cause how could I ever trip about it when I met you in the club?
I make enough for the both of us, but you dance anyway
You know I was raised in the A

[Chorus: Usher]
Shawty, I don’t mind
If you dance on a pole, that don’t make you a ho
Shawty, I don’t mind
When you work until three, if you’re leaving with me
Go make that money, money, money
Your money, money, money
'Cause I know how it is, go and handle your biz
And get that money, money, money
Your money, money, money
You can take off your clothes, long as you coming home
Girl, I don’t mind

[Verse 2: Usher]
When you get off of work I’ll be ready to go in the ‘Rari
And when we get home we’ll have us our own private party in here
So I don’t worry at all about the things they do or say
I love you anyway
You can twerk while in a split, you racking up them tips
Your body rock and your booty poppin’, I’m proud to call you my bitch
They be lookin’, but they can’t touch you, shawty, I’m the only one to get it
So just go ahead and keep doing what you doing

[Chorus: Usher]
Shawty, I don’t mind
If you dance on a pole, that don’t make you a ho
Shawty, I don’t mind
When you work until three, if you’re leaving with me
Go make that money, money, money
Your money, money, money
'Cause I know how it is, go and handle your biz
And get that money, money, money
Your money, money, money
You can take off your clothes, long as you coming home
Girl, I don’t mind

[Verse 3: Juicy J]
(It's ya boy, Juicy J)
I’m just tryna cut her up, tryna bust a nut
Tryna take somebody bitch, turn her to a slut
Tryna fill my cup, tryna live it up
Throw some hundreds on that ass, walk her out the club
(Yeah, ho) Lap dance for the first date
Bet I threw a few bands, that’s third base
It’s okay if you work late
We can still party like it’s your birthday
We can still party hard in your birthday suit
Knock that pussy out the park like my name Babe Ruth
Shawty she just want a tip, I just want to see her strip
If you fuck me like you love me shawty you might get rich
Have her own cake, her own place
Blow her own gas, no Rolaid
When we in the bed she like to roleplay
Tell her friend to join in both ways

[Chorus: Usher]
Shawty, I don’t mind
If you dance on a pole, that don’t make you a ho
Shawty, I don’t mind
When you work until three, if you’re leaving with me
Go make that money, money, money
Your money, money, money
'Cause I know how it is, go and handle your biz
And get that money, money, money
Your money, money, money
You can take off your clothes, long as you coming home
Girl, I don’t mind"
4xYIG3dVGIWDU5A7Q053A8,0.0858,https://api.spotify.com/v1/audio-analysis/4xYIG3dVGIWDU5A7Q053A8,0.481,230533,0.667,4xYIG3dVGIWDU5A7Q053A8,1.31e-06,1,0.573,-9.339,1,0.46,157.387,4,https://api.spotify.com/v1/tracks/4xYIG3dVGIWDU5A7Q053A8,audio_features,spotify:track:4xYIG3dVGIWDU5A7Q053A8,0.52,Ludacris,False,Charge It To The Rap Game,Top 100 Hip-Hop Tracks on Spotify,0,20,,Ludacris Charge It To The Rap Game,"[Hook]
Everybody wants the fortune and fame
The more things change , the more they stay the same
This industry is like a crack game
Sometimes you gotta charge it to the rap game
Sometimes you gotta charge it to the rap game
Sometimes you gotta charge it to the rap game
This industry is like a crap game
Sometimes you gotta charge it to the rap game

[Verse 1]
Where do I begin
Well, the industry shady not everybody is your friend
I had to learn that shit the hard way
In and out bogus contracts since before i was rapping in the hallway
Everyone out for money, executives out for blood
If you don't keep the music current then labels'll pull the plug (Get it)
Hard to admit when shit don't go the way you plan
While everybody's on Instagram just fronting like life is grand
Take it back to one of my first tours
Fuckin' everything movin' thinkin' groupies will never do nothing back to us
Kick 'em out the hotel swearing i hit my finer things
Lost a bunch of jewelry from a Rolex to a diamond chain (Bitch)
How in the hell did i get caught slippin'
Meanwhile on all my records , nigga talkin' bout he pimpin'
Maybe i exaggerated a lil bit
You know fake it till you make it every one of us rappers gotta talk a little shit
Yeah i done smashed some video vixens and some actresses
But brand name pussy don't feel no different on my matresses
Insecure hoes with breast jobs and butt shots
Blaming on us rich niggas sponsoring shit and what not
Now guys are just as big as groupies as these women is
Till you break up and a bitch wonder where her percentage is
While these regular hoes are trying to play the trap game
And now is the time i blame it on the rap game

[Hook]
Everybody wants the fortune and fame
The more things change , the more they stay the same
This industry is like a crack game
Sometimes you gotta charge it to the rap game
Sometimes you gotta charge it to the rap game
Sometimes you gotta charge it to the rap game
This industry is like a crap game
Sometimes you gotta charge it to the rap game

[Verse 2]
Listen , this ain't scripted this reality
It take some drugs for us to conquer this insanity
Thieves using our name promoting these fake appearances
Publicists overcharging taking years for these clearances
I got sued some rappers said i stole their joint nigga
Spend half a million just to prove a fucking point nigga
We got the fans thinking rappers never lose
Gave a producer a hundred grand for a beat i never use (Damn)
The false stories and being misquoted in magazines
Got a nigga wanting to go and load a couple magazines
Head to your office and shoot up the whole fucking staff
Post that on your website and burn while i fucking laugh
You protesters at my concerts y'all make me sick
I thought i told y'all i would never disrespect a bitch
It's clear to see that Hip Hop's under attack man
Or is it cause that no one wants to see a rich black man
Really they want us with no money
Hungover and missing flights and cutting our show money
Hip Hop cops still lurkin' and trying to catch us slippin'
And put us in a position to make some real life decisions (Hmmm)
Or do we just be doing dumb shit
Emptying out these gun clips and always on the run shit
Lifestyles of us entertaining hood niggas
If it's bad to be a rapper what's good nigga

[Hook]
Everybody wants the fortune and fame
The more things change , the more they stay the same
This industry is like a crack game
Sometimes you gotta charge it to the rap game
Sometimes you gotta charge it to the rap game
Sometimes you gotta charge it to the rap game
This industry is like a crap game
Sometimes you gotta charge it to the rap game"
0ovjs4Jsz1VoKLs9ImaJUg,0.507,https://api.spotify.com/v1/audio-analysis/0ovjs4Jsz1VoKLs9ImaJUg,0.751,227239,0.645,0ovjs4Jsz1VoKLs9ImaJUg,0,4,0.13,-5.664,1,0.296,130.0,4,https://api.spotify.com/v1/tracks/0ovjs4Jsz1VoKLs9ImaJUg,audio_features,spotify:track:0ovjs4Jsz1VoKLs9ImaJUg,0.414,Chief Keef,True,Vet Lungs,Top 100 Hip-Hop Tracks on Spotify,12,21,https://p.scdn.co/mp3-preview/8903f0f9421afbe9135aadc51d7300125fcd2f03?cid=774b29d4f13844c495f206cafdad9c86,Chief Keef Vet Lungs,"[Produced By GGP]

[Hook: Chief Keef]
Glocks tucked man I up (I up)
I ah Damage ya (damage ya)
Wassup with all these fuck niggas? (fuck)
I'm sorry for the weight I couldn't help (I couldn't help)
I was always smoking on the skunk (smoking on the skunk)
Bad bitch in my truck she tryna fuck
My necklace it be shining to my junk
I be smokin' dope baby I got vet lungs (bling, bling)

[Verse 1: Chief Keef]
Blood gang, Blood dripping over here
You want problems, you can get it over here
You don't listen, better listen over here
If you don't, I bring them pistols over there
I come through and put the pistol to your ear
I come through, I put the pistol to your rib
I was getting money I was taking it as gifts (taking it as gifts)
I'm still getting money I'm still getting it how I live (getting it how I live)
My wrist real, real chill, I chill (I chill)
I ain't never cold bitch I feel how I feel
I got 10 fans on and I live how I live
I'm a plan to keep growin' and I peel how I peel

[Hook]
Glocks tucked man I up (I up)
I ah Damage ya (damage ya)
Wassup with all these fuck niggas? (fuck)
I'm sorry for the weight I couldn't help (I couldn't help)
I was always smoking on the skunk (smoking on the skunk)
Bad bitch in my truck she tryna fuck (tryna fuck)
My necklace it be shining to my junk (bling, bling)
I be smokin' dope baby I got vet lungs

[Verse 2: Chief Keef]
Sorry for the W-E-I-G-H-T
Bitch I know it's W-A-I-T, ight b?
Aye I come through Mr.T
White Tee and bright things
Ain't got no cuban links, I got on a breitling
We know drama TNT, Hercules, Disney
We got cannons, Nicki, Nickelodeon, Jimmy
I got that cartoon network, and that net work WG
If you looking for me, I'm with money in a meeting
Me and you we got money disagreements
Can't come to no conclusions
Cause your money ain't worth me yet
If I upload a status I don't need no feedback
I don't give a mothafuck who fuckin' we at

[Hook]
Glocks tucked man I up (I up)
I ah Damage ya (damage ya)
Wassup with all these fuck niggas? (fuck)
I'm sorry for the weight I couldn't help (I couldn't help)
I was always smoking on the skunk (smoking on the skunk)
Bad bitch in my truck she tryna fuck (tryna fuck)
My necklace it be shining to my junk (bling, bling)
I be smokin' dope baby I got vet lungs"
